,createDate,dateScanned,purchaseDate,pointsEarned,finishedDate,pointsAwardedDate,modifyDate,bonusPointsEarned,totalSpent,rewardsReceiptStatus,_id,bonusPointsEarnedReason,userId,purchasedItemCount
536,{'$date': 1611869062000},{'$date': 1611869062000},{'$date': 1611792000000},850.0,{'$date': 1611869063000},{'$date': 1611869063000},{'$date': 1611869067000},750.0,24.00,FINISHED,{'$oid': '60132b860a720f05f8000075'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60132b85a4b74c3cbc516295,1.0
537,{'$date': 1611874582000},{'$date': 1611874582000},{'$date': 1611792000000},840.0,{'$date': 1611874582000},{'$date': 1611874582000},{'$date': 1611874582000},,84.00,FINISHED,{'$oid': '601341160a720f05f8000095'},,5fa41775898c7a11a6bcef3e,4.0
538,{'$date': 1611851381000},{'$date': 1611851381000},{'$date': 1611792000000},840.0,{'$date': 1611851382000},{'$date': 1611851382000},{'$date': 1611851382000},,84.00,FINISHED,{'$oid': '6012e6750a720f05f8000055'},,5fa41775898c7a11a6bcef3e,4.0
539,{'$date': 1611851362000},{'$date': 1611851362000},{'$date': 1611792000000},840.0,{'$date': 1611851362000},{'$date': 1611851362000},{'$date': 1611851362000},,84.00,FINISHED,{'$oid': '6012e6620a720f05f8000043'},,5fa41775898c7a11a6bcef3e,4.0
540,{'$date': 1611851396000},{'$date': 1611851396000},{'$date': 1611792000000},840.0,{'$date': 1611851396000},{'$date': 1611851396000},{'$date': 1611851396000},,84.00,FINISHED,{'$oid': '6012e6840a720f05f8000063'},,5fa41775898c7a11a6bcef3e,4.0
541,{'$date': 1611851297000},{'$date': 1611851297000},{'$date': 1611792000000},940.0,{'$date': 1611851298000},{'$date': 1611851298000},{'$date': 1611851298000},100.0,84.00,FINISHED,{'$oid': '6012e6210a720f05f8000007'},"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5fa41775898c7a11a6bcef3e,4.0
542,{'$date': 1611851377000},{'$date': 1611851377000},{'$date': 1611792000000},840.0,{'$date': 1611851377000},{'$date': 1611851377000},{'$date': 1611851377000},,84.00,FINISHED,{'$oid': '6012e6710a720f05f8000051'},,5fa41775898c7a11a6bcef3e,4.0
543,{'$date': 1611608008000},{'$date': 1611608008000},{'$date': 1611446400000},4944.7,{'$date': 1611612263000},{'$date': 1611612263000},{'$date': 1611873422000},750.0,4566.17,FINISHED,{'$oid': '600f2fc80a720f0535000030'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600f29a64329897eac239049,689.0
544,{'$date': 1611869065000},{'$date': 1611869065000},,,,,{'$date': 1611869065000},,0.00,FLAGGED,{'$oid': '60132b890a7214ad50000013'},,60132b8873c60b3ca7f3bae8,0.0
545,{'$date': 1611851397000},{'$date': 1611851397000},{'$date': 1611792000000},840.0,{'$date': 1611851398000},{'$date': 1611851398000},{'$date': 1611851398000},,84.00,FINISHED,{'$oid': '6012e6850a720f05f8000064'},,5fa41775898c7a11a6bcef3e,4.0
546,{'$date': 1611869078000},{'$date': 1611869078000},{'$date': 1611792000000},5.0,{'$date': 1611869079000},{'$date': 1611869079000},{'$date': 1611869083000},5.0,20.00,FINISHED,{'$oid': '60132b960a720f05f800007a'},All-receipts receipt bonus,60132b8b73c60b3ca7f3baee,4.0
547,{'$date': 1611851366000},{'$date': 1611851366000},{'$date': 1611792000000},840.0,{'$date': 1611851366000},{'$date': 1611851366000},{'$date': 1611851366000},,84.00,FINISHED,{'$oid': '6012e6660a720f05f8000047'},,5fa41775898c7a11a6bcef3e,4.0
548,{'$date': 1611874575000},{'$date': 1611874575000},{'$date': 1611792000000},840.0,{'$date': 1611874576000},{'$date': 1611874576000},{'$date': 1611874576000},,84.00,FINISHED,{'$oid': '6013410f0a720f05f8000092'},,5fa41775898c7a11a6bcef3e,4.0
549,{'$date': 1611940722000},{'$date': 1611940722000},{'$date': 1611854321000},35.0,{'$date': 1611940723000},{'$date': 1611940723000},{'$date': 1611940727000},25.0,1.00,FINISHED,{'$oid': '601443720a7214ad50000063'},COMPLETE_NONPARTNER_RECEIPT,601442ce67804a1228b1dc41,1.0
550,{'$date': 1611942131000},{'$date': 1611942131000},{'$date': 1611468000000},375.0,{'$date': 1611942131000},{'$date': 1611942131000},{'$date': 1611942131000},250.0,25.00,FINISHED,{'$oid': '601448f30a720f05f80000d9'},"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6014485b84231211ce793d79,5.0
551,{'$date': 1611936219000},{'$date': 1611936219000},{'$date': 1611849819000},5.0,{'$date': 1611936225000},{'$date': 1611936220000},{'$date': 1611936225000},5.0,1.00,FINISHED,{'$oid': '601431db0a720f05f80000a8'},All-receipts receipt bonus,6014319173c60b3ca7f3bf01,2.0
552,{'$date': 1611940704000},{'$date': 1611940704000},{'$date': 1611878400000},5,,,{'$date': 1611940709000},5.0,10.00,REJECTED,{'$oid': '601443600a7214ad50000060'},All-receipts receipt bonus,6014436084231211ce793ced,1.0
553,{'$date': 1611946557000},{'$date': 1611946557000},{'$date': 1614538558000},750.0,{'$date': 1611946560000},{'$date': 1611946560000},{'$date': 1611946560000},750.0,1.00,FINISHED,{'$oid': '60145a3d0a7214ad50000082'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60145a3c84231211ce796c5d,1.0
554,{'$date': 1611942638000},{'$date': 1611942638000},{'$date': 1610560238000},100.0,{'$date': 1611942639000},{'$date': 1611942639000},{'$date': 1611942639000},100.0,1.00,FINISHED,{'$oid': '60144aee0a720f05f80000f1'},"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6014499c67804a1228b1f5b0,1.0
555,{'$date': 1611936228176},{'$date': 1611936228176},{'$date': 1611878400000},,{'$date': 1611936228207},,{'$date': 1611936228176},,2.23,PENDING,{'$oid': '601431e40a7214ad50000041'},,6014319173c60b3ca7f3bf01,
556,{'$date': 1611955104000},{'$date': 1611955104000},{'$date': 1611878400000},1499.5,{'$date': 1611955113000},{'$date': 1611955113000},{'$date': 1611955113000},500.0,99.95,FINISHED,{'$oid': '60147ba00a7214ad500000d3'},"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60147a84c8b50e11d8453f29,5.0
557,{'$date': 1611958264138},{'$date': 1611958264138},,,,,{'$date': 1611958264138},,,SUBMITTED,{'$oid': '601487f80a720f05f800018d'},,5fc961c3b8cfca11a077dd33,
558,{'$date': 1611949488000},{'$date': 1611949488000},{'$date': 1611878400000},5.0,{'$date': 1611949489000},{'$date': 1611949489000},{'$date': 1611949493000},5.0,28.00,FINISHED,{'$oid': '601465b00a7214ad5000009f'},All-receipts receipt bonus,601465a884231211ce796db3,1.0
559,{'$date': 1611946580000},{'$date': 1611946580000},,,,,{'$date': 1611946580000},,0.00,FLAGGED,{'$oid': '60145a540a720f05f8000116'},,60145a5467804a1228b20ded,0.0
560,{'$date': 1611952866000},{'$date': 1611952866000},{'$date': 1611878400000},840.0,{'$date': 1611952867000},{'$date': 1611952867000},{'$date': 1611954454000},,84.00,FINISHED,{'$oid': '601472e20a7214ad500000ce'},,60145ff384231211ce796d51,4.0
561,{'$date': 1611940573000},{'$date': 1611940573000},{'$date': 1611854173000},250.0,{'$date': 1611940573000},{'$date': 1611940573000},{'$date': 1611940574000},250.0,1.00,FINISHED,{'$oid': '601442dd0a7214ad50000054'},"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",601442ce67804a1228b1dc41,1.0
562,{'$date': 1611940657000},{'$date': 1611940657000},{'$date': 1611273600000},25.0,{'$date': 1611940658000},{'$date': 1611940658000},{'$date': 1611940658000},25.0,10.00,FINISHED,{'$oid': '601443310a720f05f80000c6'},COMPLETE_NONPARTNER_RECEIPT,601442ce67804a1228b1dc41,1.0
563,{'$date': 1611946577000},{'$date': 1611946577000},{'$date': 1611878400000},5,,,{'$date': 1611946582000},5.0,10.00,REJECTED,{'$oid': '60145a510a7214ad50000086'},All-receipts receipt bonus,60145a5167804a1228b20ddd,1.0
564,{'$date': 1611946645000},{'$date': 1611946645000},{'$date': 1611860245000},5.0,{'$date': 1611946651000},{'$date': 1611946646000},{'$date': 1611946651000},5.0,1.00,FINISHED,{'$oid': '60145a960a7214ad50000095'},All-receipts receipt bonus,60145a3c84231211ce796c5d,2.0
565,{'$date': 1611949556000},{'$date': 1611949556000},{'$date': 1611273600000},100.0,{'$date': 1611949557000},{'$date': 1611949557000},{'$date': 1611949557000},,10.00,FINISHED,{'$oid': '601465f40a720f05f8000137'},,6014658e67804a1228b20ef4,1.0
566,{'$date': 1611946627000},{'$date': 1611946627000},{'$date': 1611860227000},3250.0,{'$date': 1611946628000},{'$date': 1611946627000},{'$date': 1611946633000},150.0,11.00,FINISHED,{'$oid': '60145a830a7214ad5000008f'},"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60145a3c84231211ce796c5d,2.0
567,{'$date': 1611936320000},{'$date': 1611936320000},{'$date': 1611849920000},35.0,{'$date': 1611936322000},{'$date': 1611936322000},{'$date': 1611936326000},25.0,1.00,FINISHED,{'$oid': '601432400a7214ad50000043'},COMPLETE_NONPARTNER_RECEIPT,6014319173c60b3ca7f3bf01,1.0
568,{'$date': 1611940439000},{'$date': 1611940439000},{'$date': 1611854039000},5.0,{'$date': 1611940441000},{'$date': 1611940441000},{'$date': 1611940441000},5.0,1.00,FINISHED,{'$oid': '601442570a7214ad5000004b'},All-receipts receipt bonus,54943462e4b07e684157a532,1.0
569,{'$date': 1611945384000},{'$date': 1611945384000},{'$date': 1611858984000},5.0,{'$date': 1611945390000},{'$date': 1611945385000},{'$date': 1611945390000},5.0,1.00,FINISHED,{'$oid': '601455a80a720f05f8000107'},All-receipts receipt bonus,6014554a67804a1228b20ca9,2.0
570,{'$date': 1611945346000},{'$date': 1611945346000},{'$date': 1611878400000},5,,,{'$date': 1611945352000},5.0,10.00,REJECTED,{'$oid': '601455820a720f05f80000fb'},All-receipts receipt bonus,6014558284231211ce796b88,1.0
571,{'$date': 1611936315000},{'$date': 1611936315000},{'$date': 1611849915000},5.0,{'$date': 1611936319000},{'$date': 1611936317000},{'$date': 1611936323000},5.0,11.00,FINISHED,{'$oid': '6014323b0a720f05f80000b2'},All-receipts receipt bonus,54943462e4b07e684157a532,2.0
572,{'$date': 1611940465000},{'$date': 1611940465000},{'$date': 1611468000000},5.0,{'$date': 1611940465000},{'$date': 1611940465000},{'$date': 1611940465000},5.0,25.00,FINISHED,{'$oid': '601442710a720f05f80000bb'},All-receipts receipt bonus,601441a984231211ce792603,5.0
573,{'$date': 1611940702000},{'$date': 1611940702000},{'$date': 1611878400000},5.0,{'$date': 1611940702000},{'$date': 1611940702000},{'$date': 1611940707000},5.0,28.00,FINISHED,{'$oid': '6014435e0a720f05f80000d1'},All-receipts receipt bonus,6014435467804a1228b1dcaf,1.0
574,{'$date': 1611942623000},{'$date': 1611942623000},{'$date': 1611856223000},250.0,{'$date': 1611942624000},{'$date': 1611942624000},{'$date': 1611942624000},250.0,10.00,FINISHED,{'$oid': '60144adf0a720f05f80000ef'},"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6014499c67804a1228b1f5b0,1.0
575,{'$date': 1611945360000},{'$date': 1611945360000},{'$date': 1611878400000},5.0,{'$date': 1611945361000},{'$date': 1611945361000},{'$date': 1611945366000},5.0,21.00,FINISHED,{'$oid': '601455900a720f05f8000102'},All-receipts receipt bonus,6014558767804a1228b20d00,5.0
576,{'$date': 1611942142000},{'$date': 1611942142000},{'$date': 1611855742000},50.0,{'$date': 1611942143000},{'$date': 1611942143000},{'$date': 1611942143000},45.0,1.00,FINISHED,{'$oid': '601448fe0a720f05f80000df'},COMPLETE_PARTNER_RECEIPT,6014485b84231211ce793d79,1.0
577,{'$date': 1611958242803},{'$date': 1611958242803},,,,,{'$date': 1611958242803},,,SUBMITTED,{'$oid': '601487e20a7214ad5000010d'},,5fc961c3b8cfca11a077dd33,
578,{'$date': 1611952061000},{'$date': 1611952061000},{'$date': 1611640800000},5.0,{'$date': 1611952062000},{'$date': 1611952062000},{'$date': 1611952062000},5.0,49.95,FINISHED,{'$oid': '60146fbd0a7214ad500000ba'},All-receipts receipt bonus,60146f2ac8b50e11d8452661,5.0
579,{'$date': 1611993158648},{'$date': 1611993158648},,,,,{'$date': 1611993158648},,,SUBMITTED,{'$oid': '601510460a7214ad5000014a'},,5fc961c3b8cfca11a077dd33,
580,{'$date': 1612020761127},{'$date': 1612020761127},,,,,{'$date': 1612020761127},,,SUBMITTED,{'$oid': '60157c190a720f05f80001eb'},,5fc961c3b8cfca11a077dd33,
581,{'$date': 1611967061234},{'$date': 1611967061234},,,,,{'$date': 1611967061234},,,SUBMITTED,{'$oid': '6014aa550a720f05f800019b'},,5fc961c3b8cfca11a077dd33,
582,{'$date': 1612012059113},{'$date': 1612012059113},,,,,{'$date': 1612012059113},,,SUBMITTED,{'$oid': '60155a1b0a7214ad50000170'},,5fc961c3b8cfca11a077dd33,
583,{'$date': 1611989259335},{'$date': 1611989259335},,,,,{'$date': 1611989259335},,,SUBMITTED,{'$oid': '6015010b0a7214ad50000143'},,5fc961c3b8cfca11a077dd33,
584,{'$date': 1612010859315},{'$date': 1612010859315},,,,,{'$date': 1612010859315},,,SUBMITTED,{'$oid': '6015556b0a720f05f80001db'},,5fc961c3b8cfca11a077dd33,
585,{'$date': 1611990159687},{'$date': 1611990159687},,,,,{'$date': 1611990159687},,,SUBMITTED,{'$oid': '6015048f0a720f05f80001bf'},,5fc961c3b8cfca11a077dd33,
586,{'$date': 1612022260057},{'$date': 1612022260057},,,,,{'$date': 1612022260057},,,SUBMITTED,{'$oid': '601581f40a7214ad50000181'},,5fc961c3b8cfca11a077dd33,
587,{'$date': 1611965558818},{'$date': 1611965558818},,,,,{'$date': 1611965558818},,,SUBMITTED,{'$oid': '6014a4760a7214ad50000116'},,5fc961c3b8cfca11a077dd33,
588,{'$date': 1612030059759},{'$date': 1612030059759},,,,,{'$date': 1612030059759},,,SUBMITTED,{'$oid': '6015a06b0a7214ad5000018d'},,5fc961c3b8cfca11a077dd33,
589,{'$date': 1612044760797},{'$date': 1612044760797},,,,,{'$date': 1612044760797},,,SUBMITTED,{'$oid': '6015d9d80a720f05f8000219'},,5fc961c3b8cfca11a077dd33,
590,{'$date': 1611983259747},{'$date': 1611983259747},,,,,{'$date': 1611983259747},,,SUBMITTED,{'$oid': '6014e99b0a7214ad50000137'},,5fc961c3b8cfca11a077dd33,
591,{'$date': 1611980262100},{'$date': 1611980262100},,,,,{'$date': 1611980262100},,,SUBMITTED,{'$oid': '6014dde60a7214ad50000132'},,5fc961c3b8cfca11a077dd33,
592,{'$date': 1612051059692},{'$date': 1612051059692},,,,,{'$date': 1612051059692},,,SUBMITTED,{'$oid': '6015f2730a720f05f8000224'},,5fc961c3b8cfca11a077dd33,
593,{'$date': 1612038459329},{'$date': 1612038459329},,,,,{'$date': 1612038459329},,,SUBMITTED,{'$oid': '6015c13b0a720f05f800020e'},,5fc961c3b8cfca11a077dd33,
594,{'$date': 1612044459165},{'$date': 1612044459165},,,,,{'$date': 1612044459165},,,SUBMITTED,{'$oid': '6015d8ab0a720f05f8000218'},,5fc961c3b8cfca11a077dd33,
595,{'$date': 1612030659282},{'$date': 1612030659282},,,,,{'$date': 1612030659282},,,SUBMITTED,{'$oid': '6015a2c30a7214ad5000018e'},,5fc961c3b8cfca11a077dd33,
596,{'$date': 1611998858821},{'$date': 1611998858821},,,,,{'$date': 1611998858821},,,SUBMITTED,{'$oid': '6015268a0a7214ad50000155'},,5fc961c3b8cfca11a077dd33,
597,{'$date': 1611986258081},{'$date': 1611986258081},,,,,{'$date': 1611986258081},,,SUBMITTED,{'$oid': '6014f5520a720f05f80001ba'},,5fc961c3b8cfca11a077dd33,
598,{'$date': 1611992260084},{'$date': 1611992260084},,,,,{'$date': 1611992260084},,,SUBMITTED,{'$oid': '60150cc40a720f05f80001c3'},,5fc961c3b8cfca11a077dd33,
599,{'$date': 1612042360359},{'$date': 1612042360359},,,,,{'$date': 1612042360359},,,SUBMITTED,{'$oid': '6015d0780a720f05f8000214'},,5fc961c3b8cfca11a077dd33,
600,{'$date': 1611977558904},{'$date': 1611977558904},,,,,{'$date': 1611977558904},,,SUBMITTED,{'$oid': '6014d3560a720f05f80001ad'},,5fc961c3b8cfca11a077dd33,
601,{'$date': 1611976659855},{'$date': 1611976659855},,,,,{'$date': 1611976659855},,,SUBMITTED,{'$oid': '6014cfd30a7214ad5000012b'},,5fc961c3b8cfca11a077dd33,
602,{'$date': 1612026765453},{'$date': 1612026765453},,,,,{'$date': 1612026765453},,,SUBMITTED,{'$oid': '6015938d0a720f05f80001f6'},,5fc961c3b8cfca11a077dd33,
603,{'$date': 1612006059173},{'$date': 1612006059173},,,,,{'$date': 1612006059173},,,SUBMITTED,{'$oid': '601542ab0a720f05f80001d5'},,5fc961c3b8cfca11a077dd33,
604,{'$date': 1612013859892},{'$date': 1612013859892},,,,,{'$date': 1612013859892},,,SUBMITTED,{'$oid': '601561230a7214ad50000173'},,5fc961c3b8cfca11a077dd33,
605,{'$date': 1612009959599},{'$date': 1612009959599},,,,,{'$date': 1612009959599},,,SUBMITTED,{'$oid': '601551e70a7214ad5000016c'},,5fc961c3b8cfca11a077dd33,
606,{'$date': 1612027659236},{'$date': 1612027659236},,,,,{'$date': 1612027659236},,,SUBMITTED,{'$oid': '6015970b0a7214ad50000189'},,5fc961c3b8cfca11a077dd33,
607,{'$date': 1612040860695},{'$date': 1612040860695},,,,,{'$date': 1612040860695},,,SUBMITTED,{'$oid': '6015ca9c0a7214ad5000019c'},,5fc961c3b8cfca11a077dd33,
608,{'$date': 1612014459244},{'$date': 1612014459244},,,,,{'$date': 1612014459244},,,SUBMITTED,{'$oid': '6015637b0a7214ad50000175'},,5fc961c3b8cfca11a077dd33,
609,{'$date': 1612076559108},{'$date': 1612076559108},,,,,{'$date': 1612076559108},,,SUBMITTED,{'$oid': '6016560f0a7214ad500001dd'},,5fc961c3b8cfca11a077dd33,
610,{'$date': 1612126960453},{'$date': 1612126960453},,,,,{'$date': 1612126960453},,,SUBMITTED,{'$oid': '60171af00a7214ad50000229'},,5fc961c3b8cfca11a077dd33,
611,{'$date': 1612089160176},{'$date': 1612089160176},,,,,{'$date': 1612089160176},,,SUBMITTED,{'$oid': '601687480a720f05f800025b'},,5fc961c3b8cfca11a077dd33,
612,{'$date': 1612098758889},{'$date': 1612098758889},,,,,{'$date': 1612098758889},,,SUBMITTED,{'$oid': '6016acc60a720f05f800026e'},,5fc961c3b8cfca11a077dd33,
613,{'$date': 1612061861027},{'$date': 1612061861027},,,,,{'$date': 1612061861027},,,SUBMITTED,{'$oid': '60161ca50a7214ad500001be'},,5fc961c3b8cfca11a077dd33,
614,{'$date': 1612122159098},{'$date': 1612122159098},,,,,{'$date': 1612122159098},,,SUBMITTED,{'$oid': '6017082f0a720f05f800029b'},,5fc961c3b8cfca11a077dd33,
615,{'$date': 1612123660789},{'$date': 1612123660789},,,,,{'$date': 1612123660789},,,SUBMITTED,{'$oid': '60170e0c0a7214ad50000223'},,5fc961c3b8cfca11a077dd33,
616,{'$date': 1612068458552},{'$date': 1612068458552},,,,,{'$date': 1612068458552},,,SUBMITTED,{'$oid': '6016366a0a720f05f800023a'},,5fc961c3b8cfca11a077dd33,
617,{'$date': 1612055259603},{'$date': 1612055259603},,,,,{'$date': 1612055259603},,,SUBMITTED,{'$oid': '601602db0a7214ad500001b3'},,5fc961c3b8cfca11a077dd33,
618,{'$date': 1612135060250},{'$date': 1612135060250},,,,,{'$date': 1612135060250},,,SUBMITTED,{'$oid': '60173a940a7214ad50000235'},,5fc961c3b8cfca11a077dd33,
619,{'$date': 1612110159390},{'$date': 1612110159390},,,,,{'$date': 1612110159390},,,SUBMITTED,{'$oid': '6016d94f0a720f05f8000284'},,5fc961c3b8cfca11a077dd33,
620,{'$date': 1612093959253},{'$date': 1612093959253},,,,,{'$date': 1612093959253},,,SUBMITTED,{'$oid': '60169a070a720f05f8000264'},,5fc961c3b8cfca11a077dd33,
621,{'$date': 1612111959295},{'$date': 1612111959295},,,,,{'$date': 1612111959295},,,SUBMITTED,{'$oid': '6016e0570a720f05f8000289'},,5fc961c3b8cfca11a077dd33,
622,{'$date': 1612055559642},{'$date': 1612055559642},,,,,{'$date': 1612055559642},,,SUBMITTED,{'$oid': '601604070a7214ad500001b4'},,5fc961c3b8cfca11a077dd33,
623,{'$date': 1612120958655},{'$date': 1612120958655},,,,,{'$date': 1612120958655},,,SUBMITTED,{'$oid': '6017037e0a7214ad5000021f'},,5fc961c3b8cfca11a077dd33,
624,{'$date': 1612131161209},{'$date': 1612131161209},,,,,{'$date': 1612131161209},,,SUBMITTED,{'$oid': '60172b590a720f05f80002a9'},,5fc961c3b8cfca11a077dd33,
625,{'$date': 1612110759350},{'$date': 1612110759350},,,,,{'$date': 1612110759350},,,SUBMITTED,{'$oid': '6016dba70a720f05f8000285'},,5fc961c3b8cfca11a077dd33,
626,{'$date': 1612136858624},{'$date': 1612136858624},,,,,{'$date': 1612136858624},,,SUBMITTED,{'$oid': '6017419a0a7214ad50000239'},,5fc961c3b8cfca11a077dd33,
627,{'$date': 1612062759608},{'$date': 1612062759608},,,,,{'$date': 1612062759608},,,SUBMITTED,{'$oid': '601620270a7214ad500001c1'},,5fc961c3b8cfca11a077dd33,
628,{'$date': 1612085261327},{'$date': 1612085261327},,,,,{'$date': 1612085261327},,,SUBMITTED,{'$oid': '6016780d0a720f05f8000255'},,5fc961c3b8cfca11a077dd33,
629,{'$date': 1612060658922},{'$date': 1612060658922},,,,,{'$date': 1612060658922},,,SUBMITTED,{'$oid': '601617f20a720f05f8000232'},,5fc961c3b8cfca11a077dd33,
630,{'$date': 1612111660316},{'$date': 1612111660316},,,,,{'$date': 1612111660316},,,SUBMITTED,{'$oid': '6016df2c0a720f05f8000288'},,5fc961c3b8cfca11a077dd33,
